TipoOp,ConsOP,Actividad,Descripcion Actividad,Version,Comentario,Proceso
FBREP,467,AVEL,AVELLANAR,4,AVELLANAR ,R1487C
FBREP,466,PERF1,PERFORAR1,7,PERFORAR LADO ADITAMENTO ,R1487B
FBREP,476,PERF1,PERFORAR1,2,•PERFORAR LADO ADITAMENTO,30607413C
FBREP,406,PERF1,PERFORAR1,3,"PERFORAR  AGUJERO ADITAMENTO:
-FRESAR AGUJEROS CON  MEDIDAS FINALES
 
-AVELLANAR",30351506D
FBREP,272,PERF1,PERFORAR1,2,PERFORAR LADO ADITAMENTO,PD0001788A
FBREP,236,PREC1,PRECALENTAR1,3,6.1).RELEVAR TENSIONES Max. A 170ºC (MÍNIMO 2 HORAS DE SOSTENIMIENTO A ESTA TEMPERATURA),16763
FBREP,199,PREC1,PRECALENTAR1,1,5.1).RELEVAR TENSIONES (CON BASE AL TT DEL METAL BASE),PD198313A
FBREP,202,PREC1,PRECALENTAR1,1,5.1).RELEVAR TENSIONES (CON BASE AL TT DEL METAL BASE),PD198313B
FBREP,308,PREC1,PRECALENTAR1,1,RELEVAR TENSIONES (CON BASE AL TT DEL METAL BASE),PD0002334
FBREP,354,SERV5,SERVICIO5,2,SERVICIO DE DOBLEZ,PD0002309D
FBREP,426,SERV5,SERVICIO5,1,-SERVICIO DE DOBLEZ,PD0002586
FBREP,260,CORT,CORTAR,8,"CORTAR_______ A UNA LONGITUD DE  1200(+1)mm
CORTAR_______ A UNA LONGITUD DE ______(+1)mm",10020190
FBREP,30,CORT,CORTAR,1,SEGUN PLANO,PD01422A
FBREP,463,CORT,CORTAR,7,"CORTAR A UNA LONGITUD DE 134(±1)CORTAR EN LA Max.


CORTAR ____ UND(S) PARA ENSAYO",R1487D
FBREP,468,CORT,CORTAR,7,"CORTAR A UNA LONGITUD DE 134(±1)CORTAR EN LA Max.


CORTAR ____ UND(S) PARA ENSAYO",R1487D
FBREP,454,CORT,CORTAR,7,"CORTAR A UNA LONGITUD DE 134(±1)CORTAR EN LA Max.


CORTAR ____ UND(S) PARA ENSAYO",R1487D
FBREP,470,CORT,CORTAR,2,"• Ø1""(25.4mm) CORTAR A UNA LONGITUD 407-408 mm.
• Ø7/8""(22.2mm) CORTAR A UNA LONGITUD 409-410 mm.

NÚMERO DE VARILLAS= ________",500644
FBREP,477,CORT,CORTAR,3,"CORTAR UNA LONGITUD DE 231(+1) 

*CORTAR _______ TRAMOS PARA TRATAMIENTOS TERMICOS DE 1 TRAMO SALEN 2 PROBETAS.

*CORTAR 10 UNDS DE MAS PARA DEFINIR EL PROCESO DE FORJA Y MECANIZADO.",30607413D
FBREP,141,CORT,CORTAR,4,"CORTAR ______TIRAS DE 1.5X57X1200
SALEN 21 UND(S) POR TIRA
CORTAR ______TIRAS DE 1.5X57X______
SALEN _____ UND(S) POR TIRA",1ARU160001
FBREP,116,CORT,CORTAR,2,CORTAR CONTORNO CON DIMENSIONES FINALES Y APROXIMAR 1 AGUJERO PARA PROCESO DE TEMPLE,PD0001616B
FBREP,474,CORT,CORTAR,1,"CORTAR A UNA LONGITUD DE 114 mm(+1) CORTAR EN LA Max.


CORTAR _____ UND(S) PARA ENSAYO",30607413A
FBREP,31,CORT,CORTAR,1,CORTAR SOBREDIMENSIONADO,PD01422B
FBREP,29,CORT,CORTAR,1,A UNA LONGITUD DE 448(+1),PD0001805A
FBREP,83,CORT,CORTAR,1,"A UNA LONGITUD DE 94(+1)CORTAR EN LA Máx.

",30003966D
FBREP,208,CORT,CORTAR,1,"1.1).CORTAR A UNA LONGITUD DE 2107(+1)CORTAR EN LA Max.


",PD198314
FBREP,375,CORT,CORTAR,3,"A UNA LONGITUD DE 510(+1) CORTAR EN LA Max.

NOTA: CORTAR PROBETA PARA TRACCION Y TEMPLE, UN TRAMO DE 400mm. 


",1021011210
FBREP,112,CORT,CORTAR,1,"A UNA LONGITUD DE 122(+1)

CORTAR_____PROBETA(S) PARA ENSAYO

",PD0001920E
FBREP,142,CORT,CORTAR,3,"CORTAR ______TIRAS DE 1.5X69X1200
SALEN 17 UND(S) POR TIRA
CORTAR ______TIRAS DE 1.5X69X______
SALEN _____ UND(S) POR TIRA",1ARU160005
FBREP,297,CORT,CORTAR,2,"CORTAR A UNA LONGITUD DE 93.5(+1) CORTAR EN LA Max.


CORTAR _____UND(S) MAS PARA ENSAYO ",1ACI010004
FBREP,79,CORT,CORTAR,2,"_______ TRAMO(S)DE ________ (+1)mm



_______ TRAMO(S)DE ________ (+1)mm


",PD0001754N
FBREP,16,CORT,CORTAR,1,A UNA LONGITUD DE 86(+1) ,CBT8U82D
FBREP,356,CORT,CORTAR,3," ________ TRAMO(S) A UNA LONGITUD DE ________ mm(+1)
 ________ TRAMO(S) A UNA LONGITUD DE ________ mm(+1)


",30573114-1
FBREP,32,CORT,CORTAR,1,SEGUN PLANO,PD01422C
FBREP,2,CORT,CORTAR,1,"A UNA LONGITUD DE 130.2(+1)CORTAR EN LA Max
CORTAR ______UND(S) PARA ENSAYO",PD0001778
FBREP,136,CORT,CORTAR,1,"_______ TRAMO(S)DE ________ (+1)mm



_______ TRAMO(S)DE ________ (+1)mm


",1ARU140004
FBREP,317,CORT,CORTAR,1,A UNA LONGITUD DE 90(+1) ,1ACI000010
FBREP,435,CORT,CORTAR,2,A UNA LONGITUD DE 91.7(+1) ,PD000814-1
FBREP,127,CORT,CORTAR,1,CORTAR CONTORNO CON DIMENSIONES FINALES,PD00158827
FBREP,70,CORT,CORTAR,1,"A UNA LONGITUD DE 91.1(+1) COTAR EN LA Max
CORTAR _____ UND(S) PARA ENSAYO
",PD0001754G
FBREP,48,CORT,CORTAR,1,VER PLANO,PD01337F
FBREP,224,CORT,CORTAR,2,A UNA LONGITUD DE 89(±1),037704C
FBREP,172,CORT,CORTAR,2,"A UNA LONGITUD DE 200.7(+1)CORTAR EN LA Max

CORTAR ______UND(S) PARA ENSAYO",PD0001788D
FBREP,162,CORT,CORTAR,2,"A UNA LONGITUD DE 200.7(+1)CORTAR EN LA Max

CORTAR ______UND(S) PARA ENSAYO",PD0001788D
FBREP,171,CORT,CORTAR,2,"_______ TRAMO(S) DE _______ (+1)mm


_______ TRAMO(S) DE _______ (+1)mm
",PD0001788F
FBREP,161,CORT,CORTAR,2,"_______ TRAMO(S) DE _______ (+1)mm


_______ TRAMO(S) DE _______ (+1)mm
",PD0001788F
FBREP,437,CORT,CORTAR,1,"______ TRAMO(S) A UNA LONGITUD ________(+1)mm.

______ TRAMO(S) A UNA LONGITUD ________(+1)mm.


",PD02199-1B
FBREP,196,CORT,CORTAR,1,"A UNA LONGITUD DE 92(+1)CORTAR EN LA MAXIMA
CORTAR_____PROBETA(S) PARA ENSAYO

",PD0001983J
FBREP,471,CORT,CORTAR,5,"A UNA LONGITUD DE 156 (+1) CORTAR EN LA MAXIMA 

CORTAR _____ UND MAS PARA ENSAYO",R1487C
FBREP,175,CORT,CORTAR,1,"A UNA LONGITUD DE 189(+1) CORTAR EN LA Max

CORTAR ______UND(S) PARA ENSAYO",1DCI010003
FBREP,238,CORT,CORTAR,2,"CORTAR A UNA LONGITUD DE 234(+1) CORTAR EN LA Max.

OJO:ACERO AISI/4140 DEBE SER BONIFICADO.
",16763B
FBREP,69,CORT,CORTAR,2,"A UNA LONGITUD DE 188.8(+1)CORTAR EN LA Màx.

_______ PROBETA(S) PARA ENSAYO",PD0001754F
FBREP,86,CORT,CORTAR,2,"A UNA LONGITUD DE 188.8(+1)CORTAR EN LA Màx.

_______ PROBETA(S) PARA ENSAYO",PD0001754F
FBREP,275,CORT,CORTAR,4,"A UNA LONGITUD DE 142.5(+1)CORTAR EN LA Max

CORTAR ______UND(S) PARA ENSAYO

",PD0001788E
FBREP,84,CORT,CORTAR,1,"_______ TRAMO(S)DE ________ (+1)mm



_______ TRAMO(S)DE ________ (+1)mm


",PD0001754T
FBREP,395,CORT,CORTAR,2,"A UNA LONGITUD DE 76(+1) CORTAR EN LA Max.


CORTAR ____ UND(S) PARA ENSAYO",30321162E
FBREP,367,CORT,CORTAR,1,"A UNA LONGITUD DE 153(+1) CORTAR EN LA Max.


CORTAR _____ UND(S) MAS PARA ENSAYO",1122830NF
FBREP,128,CORT,CORTAR,1,REDONDOS Y PERFIL,PD00158821
FBREP,309,CORT,CORTAR,1,CORTAR CUADRADO A UNA LONGITUD 693(+1),PD0002334A
FBREP,278,CORT,CORTAR,1,"CORTAR _____ UNDS A UNA LONGITUD DE ____MM(+1)
",PD002163-3
FBREP,246,CORT,CORTAR,2,"A UNA LONGITUD DE 141.8(+1)


CORTAR _____ UND(S) PARA ENSAYO",PD01923A
FBREP,14,CORT,CORTAR,2,A UNA LONGITUD DE 194.73(+1),102316
FBREP,301,CORT,CORTAR,2,"CORTAR _____ TRAMO(S) A UNA LONGITUD DE_______(+1)

CORTAR _____ TRAMO(S) A UNA LONGITUD DE_______(+1)


CORTAR _____ PARA ENSAYO",1ACI020005
FBREP,300,REVE1,REVENIR1,2,13.1).¡OJO! REVENIR INMEDIATAMENTE DESPUES DE TEMPLAR,PD0002111A
FBREP,297,REVE1,REVENIR1,2,¡OJO!  REVENIR  INMEDIATAMENTE DESPUES DE TEMPLE,1ACI010004
FBREP,304,REVE1,REVENIR1,5,13.1).REVENIR INMEDIATAMENTE DESPUES DE TEMPLAR,83094
FBREP,471,REVE1,REVENIR1,5,INMEDIATAMENTE DESPUES DE TEMPLE.,R1487C
FBREP,367,REVE1,REVENIR1,1,¡OJO! REVENIR INMEDIATAMENTE DESPUES DE TEMPLE,1122830NF
FBREP,358,REVE1,REVENIR1,3,13.1) REVENIR INMEDIATAMENTE DESPUES DE TEMPLAR,30573114-3
FBREP,374,REVE1,REVENIR1,4,10.1).REVENIR INMEDIATAMENTE DESPUES DE TEMPLAR,19619
FBREP,401,REVE1,REVENIR1,2,INMEDIATAMENTE DESPUES DE TEMPLAR,4010593B
FBREP,466,REVE1,REVENIR1,7,REVENIR  INMEDIATAMENTE DESPUES DEL DOBLEZ,R1487B
FBREP,362,REVE1,REVENIR1,1,¡OJO!  REVENIR  INMEDIATAMENTE DESPUES DE TEMPLE  ,1122830NA
FBREP,266,REVE1,REVENIR1,2,¡OJO!  REVENIR  INMEDIATAMENTE DESPUES DE TEMPLE ,PD01923B
FBREP,247,REVE1,REVENIR1,2,¡OJO!  REVENIR  INMEDIATAMENTE DESPUES DE TEMPLE ,PD01923B
FBREP,252,REVE1,REVENIR1,2,¡OJO!  REVENIR  INMEDIATAMENTE DESPUES DE TEMPLE ,PD01923B
FBREP,359,REVE1,REVENIR1,4,13.1) REVENIR INMEDIATAMENTE DESPUES DE TEMPLAR,6352045180
FBREP,428,REVE1,REVENIR1,2,11.1) REVENIR INMEDIATAMENTE DESPUES DE TEMPLAR,PD0002355H
FBREP,404,REVE1,REVENIR1,2,REVENIR,30351506B
FBREP,267,REVE1,REVENIR1,2,¡OJO! REVENIR INMEDIATAMENTE DESPUES DE TEMPLAR,0206310171
FBREP,262,REVE1,REVENIR1,2,¡OJO! REVENIR INMEDIATAMENTE DESPUES DE TEMPLAR,0206310171
FBREP,274,REVE1,REVENIR1,3,¡OJO!  REVENIR  INMEDIATAMENTE DESPUES DE TEMPLE,PD0001788D
FBREP,254,REVE1,REVENIR1,1,¡OJO! REVENIR  INMEDIATAMENTE DESPUES DE TEMPLAR,PD0002210A
FBREP,258,REVE1,REVENIR1,1,¡OJO! REVENIR  INMEDIATAMENTE DESPUES DE TEMPLAR,PD0002210A
FBREP,445,REVE1,REVENIR1,3,¡OJO!  REVENIR  INMEDIATAMENTE DESPUES DE TEMPLE. ,10CI010000
FBREP,485,REVE1,REVENIR1,1,¡OJO!  REVENIR INMEDIATAMENTE DESPUES DE TEMPLE  ,30586248A4
FBREP,413,REVE1,REVENIR1,1,REVENIR  INMEDIATAMENTE DESPUES DE TEMPLE,30392656B
FBREP,233,REVE1,REVENIR1,2,4.1).REVENIR  INMEDIATAMENTE DESPUES DE TEMPLAR ,13001692C
FBREP,400,REVE1,REVENIR1,4,INMEDIATAMENTE DESPUES DE TEMPLE.,PD0001953A
FBREP,484,REVE1,REVENIR1,1,¡OJO!  REVENIR INMEDIATAMENTE DESPUES DE TEMPLE  ,30586248A3
FBREP,406,REVE1,REVENIR1,3,- REVENIR A 130°.,30351506D
FBREP,336,REVE1,REVENIR1,3,¡OJO!  REVENIR  INMEDIATAMENTE DESPUES DE TEMPLAR. ,54987-1D
FBREP,272,REVE1,REVENIR1,2,REVENIR A 130°C,PD0001788A
FBREP,410,REVE1,REVENIR1,4,12.1).¡OJO! REVENIR  INMEDIATAMENTE DESPUES DE TEMPLAR.,30375034
FBREP,476,REVE1,REVENIR1,2,•INMEDIATAMENTE DESPUES DE TEMPLE,30607413C
FBREP,316,REVE1,REVENIR1,1,¡OJO!  REVENIR  INMEDIATAMENTE DESPUES DE TEMPLE,1ACI010003
FBREP,396,REVE1,REVENIR1,3,¡OJO! REVENIR INMEDIATAMENTE DESPUES DE TEMPLAR  ,30321162G
FBREP,318,REVE1,REVENIR1,1,"¡OJO!  REVENIR  INMEDIATAMENTE DESPUES DE TEMPLE

DUREZA 58 - 62 HRC

PROFUNDIDAD 2 - 3 mm",1ACI01003A
FBREP,467,REVE1,REVENIR1,4,REVENIR  INMEDIATAMENTE DESPUES DE TEMPLE  ,R1487C
FBREP,98,SERV,SERVICIO,2,"GALVANIZAR EN FRIO
GALVANIZADO DE 0.022mm Mín.",5860012237
FBREP,216,SERV,SERVICIO,2,"1.1).SERVICIO DE CORTE Y PERFORADO
",1495604A
FBREP,124,SERV,SERVICIO,1,SERVICIO DE CORTE Y PERFORADO,PD0001588C
FBREP,131,SERV,SERVICIO,2,SERVICIO DE CORTE Y PERFORADO,PD0158828A
FBREP,140,SERV,SERVICIO,3,"CORTE LASER

NOTA: LAS ARANDELAS DEBEN LLEGAR MARCADAS CON LA COLADA 

OJO: ANTES DE ENVIAR A SERVICIO, VERIFICAR QUE EL MATERIAL CALIBRE LO QUE PIDE EL PLANO DE LO CONTRARIO GENERAR  ALERTA.",1ARU180002
FBREP,241,SERV,SERVICIO,2,"SERVICIO DE CORTE LASER Y PERFORADO

-SEGÚN PLANO.",1290005F
FBREP,97,SERV,SERVICIO,1,SERVICIO DE CORTE LASER,PD016002
FBREP,421,SERV,SERVICIO,1,SERVICIO DE CORTE LASER,1ACI060013
FBREP,105,SERV,SERVICIO,1,DOBLEZ,037704D
FBREP,225,SERV,SERVICIO,1,DOBLEZ,037704D
FBREP,167,SERV,SERVICIO,1,CORTE,1ACI060001
FBREP,218,SERV,SERVICIO,2,1.1).SERVICIO DE CORTE Y PERFORADO,1495604C
FBREP,146,SERV,SERVICIO,3,ENVIAR PARA QUITAR CAPA DE GALVANIZADO,T0294
FBREP,46,SERV,SERVICIO,2,"CORTE
DOBLEZ

NOTA: LA PESTAÑA DE 22-23mm LLEGA DEL SERVICIO CON UNA LONGITUD DE 45mm, PARA LUEGO SER AJUSTADA EN OXICORTE.

",PD01336E
FBREP,128,SERV,SERVICIO,1,SERVICIO DE CORTE Y PERFORADO,PD00158821
FBREP,39,SERV,SERVICIO,2,"CORTE
DOBLEZ

NOTA: LA PESTAÑA DE 22-23mm LLEGA DEL SERVICIO CON UNA LONGITUD DE 45mm, PARA LUEGO SER AJUSTADA EN OXICORTE.",PD01337D
FBREP,83,SERV,SERVICIO,1,"0.085mm Mín.
RECUBRIMIENTO GALVANIZADO EN CALIENTE",30003966D
FBREP,301,SERV21,SERVICIO21,2,"
SERVICIO DE TEMPLE Y REVENIDO 
 DUREZA (45 - 50 HRC)",1ACI020005
FBREP,202,SOLD1,SOLDAR CAD,1,3.1).ARMAR Y PUNTEAR.,PD198313B
FBREP,221,SOLD1,SOLDAR CAD,3,"3.1).CUBRIR AGUJEROS PARA EVITAR CHISPORROTEO.
3.2).APLICAR CORDON DE SOLDADURA
3.3).ENFRIAR AL AIRE QUIETO

OJO:
•NO PRECALENTAR
•NO RELEVA",037704
FBREP,470,SOLD1,SOLDAR CAD,2,6.1) SOLDAR ESLABONES.,500644
FBREP,236,SOLD1,SOLDAR CAD,3,4.1).ARMAR Y PUNTEAR.,16763
FBREP,199,SOLD1,SOLDAR CAD,1,3.1).ARMAR Y PUNTEAR.,PD198313A
FBREP,240,SOLD1,SOLDAR CAD,2,5.1).APLICAR CORDON DE SOLDARURA EN LAS PERFORACIONES DE Ø 4.0-4.2mm.,16767
FBREP,123,ENSA2,ENSAMBLAR2,1,INCLUIR ELEMENTOS FALTANTE POR ENSAMBLAR.,PD0001588B
FBREP,114,ENSA2,ENSAMBLAR2,1,"-ENSAMBLAR ASI:
____TRAMO(S) DE _____PASO(S)
____TRAMO(S) DE _____PASO(S)

____PASADOR EMPALME

*PINAR Y GALGAR

*COMIENZA ESLABON INTERNO

*ADITAMENTO CADA 2 PASOS


",PD001616
FBREP,464,ENSA2,ENSAMBLAR2,4,"ENSAMBLAR ASÍ:


- _____TRAMO(S) DE ______ PASOS

- _____TRAMO(S) DE ______ PASO(S)

- _____PASADORES EMPALMES 


*inicia interno*",R1487
FBREP,444,ENSA2,ENSAMBLAR2,6,"ENSAMBLAR ASÌ:


-_____TRAMO(S) DE _____PASOS
 RAMAL DERECHO
-_____TRAMO(S) DE _____PASOS
 RAMAL DERECHO

-_____TRAMO(S) DE _____PASOS
 RAMAL IZQUIERDO
-_____TRAMO(S) DE _____PASOS
 RAMAL IZQUIERDO

-_____PASADOR EMPALME 

*
 ADITAMENTO CADA 6 PASOS
* INICIA PASO SENCILLO EXTERNO 
",1ACI000000
FBREP,271,ENSA2,ENSAMBLAR2,3,4.1).ENSAMBLAR ANILLO SELLO AL PASO INTERNO,PD0001788
FBREP,371,ENSA2,ENSAMBLAR2,1,"6.1).PASADORES A PLATINA CABEZA SENCILLA.
6.2).PASADORES A PLATINA CABEZA-90°
",LA00084-1
FBREP,315,ENSA2,ENSAMBLAR2,1,"ENSAMBLAR ASÌ:

- ______ TRAMOS DE _____ PASO(S

)
- ______ TRAMOS DE _____ PASO(S)



- ______ PASADORES EMPALME

- GALGAR 

NOTA:
LOS PASADORES Y BUJES SE VAN A REUTILIZAR DE LA CADENA QUE SE DESENSAMBLO, SOLO SE DEBEN FABRICAR 2 UNIDADES DE CADA COMPONENTE DADO QUE FUERON UTILIZADOS COMO PROBETAS.",1ACI000009
FBREP,473,ENSA2,ENSAMBLAR2,1,"ENSAMBLAR ASÍ:

4.1).INSERTAR PTNA EXT.


- _______ TRAMOS DE ____ PASOS

- _______ TRAMOS DE ____ PASOS

- _______EMPALMES EXTERNOS
- _______SUJETADORES DE CANGILON SUELTOS


- GALGAR.


*inicia en paso interno y termina en paso interno*
",30607413
FBREP,402,ENSA2,ENSAMBLAR2,3,"3.2).ENSAMBLAR ASÍ:

- _______ TRAMOS DE ____ PASOS

- _______ TRAMOS DE ____ PASOS

- _______PASADORES DE EMPALME
- GALGAR 
*Inicia interno
*Adit cada 2 pasos",30351506
FBREP,63,ENSA2,ENSAMBLAR2,1,"ENSAMBLAR ASÌ:

-_____ TRAMO(S) DE _____ PASOS

DERECHOS
-_____ TRAMO(S) DE _____ PASOS

DERECHOS
-_____ TRAMO(S) DE _____ PASOS


 IZQUIERDOS
-_____ TRAMO(S) DE _____ PASOS


 IZQUIERDOS
-_____ PASADOR EMPALME

ADITAMENTO CADA 2 PASOS
*comienza interno,continua aditamento*








",PD0001754
FBREP,280,ENSA2,ENSAMBLAR2,1,"ENSAMBLE PLATINAS ACODADAS:

BUJE A PTNA PIN ACOD
PTNA CAB ACOD (TAPA)

NOTA: APLICAR SILICONA PARA 150°C (VER DETALLE)",PD0002299
FBREP,245,ENSA2,ENSAMBLAR2,2,"ENSAMBLAR ASÍ:

- _______ TRAMOS DE ____ PASOS

- _______ TRAMOS DE ____ PASOS

- _______ PASADOR EMPALME


- GALGAR 
*Inicia interno
*Adit cada 2 pasos ",1000245028
FBREP,412,ENSA2,ENSAMBLAR2,2,"ENSAMBLAR ASÌ:

- ______ TRAMO(S) DE______PASOS RAMAL DERECHO

- ______ TRAMO(S) DE______PASOS RAMAL DERECHO


- ______ TRAMO(S) DE______PASOS RAMAL IZQUIERDO

- ______ TRAMO(S) DE______PASOS RAMAL IZQUIERDO


- ______PASOS EMPALME 
*inicia interno*
	
NOTA: TENER EN CUENTA QUE SE DEBE INICIAR ENSAMBLE EN PASO INT CON TOPE SOLDADO Y TERMINAR EN PASO INT SIN TOPE SOLDADO CADA 5 PASOS
",30392656
FBREP,483,ENSA2,ENSAMBLAR2,1,"3.1).ENSAMBLAR  ASÌ:

- _______ TRAMO(S) DE _____ PASOS RAMAL DERECHO 
- _______ TRAMO(S) DE _____ PASOS RAMAL DERECHO

- _______ TRAMO(S) DE _____ PASOS RAMAL IZQUIERDO
- _______ TRAMO(S) DE _____ PASOS RAMAL IZQUIERDO

-________PASADORES LARGOS EMPALMES

*inicia paso interno*",30586248A2
FBREP,174,ENSA2,ENSAMBLAR2,2,"3.1).ENSAMBLAR ASÍ:


- _______ TRAMOS DE ____ PASOS
- _______ TRAMOS DE ____ PASOS

- _______ PASADOR EMPALME

*Inicia interno*",PD0001635
FBREP,107,ENSA2,ENSAMBLAR2,1,"ENSAMBLAR ASÍ:


- _____TRAMOS DE ______ PASOS

- _____TRAMOS DE ______ PASOS

- _____PASADOR EMPALMES 


- GALGAR Y PINAR


*inicia interno*
*aditamento cada 2 pasos

",PD0001920
FBREP,292,ENSA2,ENSAMBLAR2,7,"ENSAMBLAR ASÌ:

- ______ TRAMOS DE _____ PASO(S

)
- ______ TRAMOS DE _____ PASO(S)



- ______ PASADORES EMPALME

- GALGAR 

NOTA:
LOS PASADORES Y BUJES SE VAN A REUTILIZAR DE LA CADENA QUE SE DESENSAMBLO, SOLO SE DEBEN FABRICAR 2 UNIDADES DE CADA COMPONENTE DADO QUE FUERON UTILIZADOS COMO PROBETAS.",1ACI000004
FBREP,305,ENSA2,ENSAMBLAR2,2,"ENSAMBLAR ASÌ:


-_____TRAMO(S) DE ____ PASOS
 RAMAL DERECHO
-_____TRAMO(S) DE ____ PASOS
 RAMAL DERECHO

-_____TRAMO(S) DE ____ PASOS
 RAMAL IZQUIERDO
-_____TRAMO(S) DE ____ PASOS
 RAMAL IZQUIERDO

-_____PASADOR EMPALME 

*
ADITAMENTO CADA 6 PASOS


",1ACI000000
FBREP,122,ENSA2,ENSAMBLAR2,1,INCLUIR ELEMENTOS FALTANTE POR ENSAMBLAR.,PD0001588A
FBREP,292,ENSA3,ENSAMBLAR3,7,"ENSAMBLAR ADITAMENTO A42 CADA 5 PASOS:

5.1).POSICIONAR FLIGTH WING A PLATINA  ADIT A-42.
5.2).CALENTAR CON SOPLETE Y REMACHAR  ADITAMENTO FLIGHT WING
5.3).
EL ADITAMENTO DEBE MOVERSE LIBREMENTE.",1ACI000004
FBREP,63,ENSA3,ENSAMBLAR3,1,"ENSAMBLE DE LA RUEDA  AL PASADOR
",PD0001754
FBREP,315,ENSA3,ENSAMBLAR3,1,"ENSAMBLAR ADITAMENTO A42 CADA 5 PASOS:

7.1).POSICIONAR FLIGTH WING A PLATINA  ADIT A-42.
7.2).CALENTAR CON SOPLETE Y REMACHAR  ADITAMENTO FLIGHT WING
7.3).
EL ADITAMENTO DEBE MOVERSE LIBREMENTE.",1ACI000009
FBREP,371,ENSA3,ENSAMBLAR3,1,"7.1).ENSAMBLAR TRAMOS:


______ TRAMOS DE _____ PASOS

 RAMAL DERECHO

______ TRAMOS DE _____ PASOS

 RAMAL IZQUIERDO
______ TRAMOS DE _____ PASOS

 RAMAL DERECHO
______ TRAMOS DE _____ PASOS

 RAMAL IZQUIERDO

______ PASADOR(S)EMPALME


-GALGAR
-INICIAR EN PASO INTERNO 
-ADITAMENTO CADA 3 PASOS, OJO ES SECUENCIAL ENTRE INTERNO Y EXTERNO.

",LA00084-1
FBREP,358,ENSA6,ENSAMBLAR6,3,"19.1)VERIFICAR COMPONENTES.
19.2)PRESENTAR SISTEMAS DE SUJECCIÓN A SEGMENTOS.

NOTA: LA TORNILLERIA SE DEBE ENVIAR SUELTA",30573114-3
FBREP,359,ENSA6,ENSAMBLAR6,4,"19.1)VERIFICAR COMPONENTES.
19.2)PRESENTAR SISTEMAS DE SUJECCIÓN A SEGMENTOS.

NOTA: LA TORNILLERIA SE DEBE ENVIAR SUELTA",6352045180
FBREP,428,ENSA6,ENSAMBLAR6,2,"17.1)VERIFICAR COMPONENTES.
17.2)PRESENTAR SISTEMAS DE SUJECCIÓN A SEGMENTOS.

NOTA: LA TORNILLERIA SE DEBE ENVIAR PRESENTADA",PD0002355H
FBREP,253,ENSA6,ENSAMBLAR6,1,"VERIFICAR QUE ESTEN TODOS LOS COMPONENTES COMPLETOS Y LISTOS PARA ENSAMBLAR
",PD0002210
FBREP,257,ENSA6,ENSAMBLAR6,1,"VERIFICAR QUE ESTEN TODOS LOS COMPONENTES COMPLETOS Y LISTOS PARA ENSAMBLAR
",PD0002210
FBREP,351,LAVA,LAVAR,2,DESENGRASAR PIEZAS,PD0002309A
FBREP,399,MECA2,MECANIZAR2,3,"HACER CHAFLANES
",30321162H
FBREP,408,MECA2,MECANIZAR2,1,"PERFORAR
ITEM 4
AVELLANAR
ITEM 18
ITEM 19
SEGUN PLANO",PD00021991
FBREP,366,MECA2,MECANIZAR2,1,"FRESAR
SEGUN PLANO",1122830NE
FBREP,228,REVE,REVENIR,2,¡OJO!  REVENIR  INMEDIATAMENTE DESPUES DE TEMPLE,30179097B
FBREP,113,REVE,REVENIR,1,!OJO¡ REVENIR INMEDIATAMENTE DESPUES DE TEMPLAR,PD0001920F
FBREP,156,REVE,REVENIR,2,¡OJO!  REVENIR  INMEDIATAMENTE DESPUES DE TEMPLE,PD0001635B
FBREP,154,REVE,REVENIR,2,¡OJO!  REVENIR  INMEDIATAMENTE DESPUES DE TEMPLE,PD0001635B
FBREP,176,REVE,REVENIR,2,¡OJO!  REVENIR  INMEDIATAMENTE DESPUES DE TEMPLE  ,1DCI020003
FBREP,357,REVE,REVENIR,2,REVENIR SOLO SI ES NECESARIO ,30573114-2
FBREP,429,REVE,REVENIR,2,REVENIR SOLO SI ES NECESARIO ,30573114-2
FBREP,50,REVE,REVENIR,2,"¡OJO!  
REVENIR  INMEDIATAMENTE DESPUES DE TEMPLE  ",1480738A
FBREP,403,REVE,REVENIR,3,¡OJO!  REVENIR  INMEDIATAMENTE DESPUES DE TEMPLE  ,30351506A
FBREP,115,REVE,REVENIR,2,¡OJO!  REVENIR  INMEDIATAMENTE DESPUES DE TEMPLE,PD0001616A
FBREP,62,REVE,REVENIR,1,¡OJO!  REVENIR  INMEDIATAMENTE DESPUES DE TEMPLE  ,1480738F
FBREP,166,REVE,REVENIR,1,,1ACI110001
FBREP,229,REVE,REVENIR,2,¡OJO!  REVENIR  INMEDIATAMENTE DESPUES DE TEMPLE  ,30179009C
FBREP,88,REVE,REVENIR,1,¡OJO!  REVENIR  INMEDIATAMENTE DESPUES DE TEMPLE  ,PD0001754V
FBREP,118,REVE,REVENIR,4,REVENIR,PD0001616D
FBREP,153,REVE,REVENIR,2,¡OJO!  REVENIR  INMEDIATAMENTE DESPUES DE TEMPLAR ,PD0001635C
FBREP,420,REVE,REVENIR,3,¡OJO! REVENIR INMEDIATAMENTE DESPUES DE TEMPLAR,30392656A
FBREP,230,REVE,REVENIR,2,¡OJO!  REVENIR  INMEDIATAMENTE DESPUES DE TEMPLE  ,30179097D
FBREP,178,REVE,REVENIR,1,¡OJO!  REVENIR  INMEDIATAMENTE DESPUES DE TEMPLAR ,1DCI040006
FBREP,372,REVE,REVENIR,6,INMEDIATAMENTE DESPUES DE TEMPLE,12689
